index,isbn13,title,tags
4283,9780738528526,Sebastopol,"history.sinc the 1850s, the sooth countrysid hamlet of sonoma counti have beckon settler of everi stripe-farmers, homesteaders, businesspeople, and commuters. sebastopol ha alway been among the county' loveliest towns, retain it small-town feel even as it popul ha steadili grown. thi book of vintag photographi present sebastopol' journey through time, the earli mexican land grant and initi settlements, luther burbank' far-rang botan experiments, and the rich farm industri that made thi town one of california' premier agricultur zones, produc grapes, hops, cherries, and dairi products. in these page reader will experi sebastopol' turn-of-the-centuri day at the appl fair, with it astonish fruit sculptures. the first day of railroad are illustr with imag of the petaluma & santa rosa railway, an electr train system that took passeng to and from sebastopol depot. the architectur of the region and the stori of local busi and institut are all shown here, along with sebastopol' earli religi institutions, schools, sawmills, factories, and even it small airport in the 1920s. togeth with view of the town' sport teams, natur history, outli communities, and import citizens, these photograph tell a uniqu stori of a uniqu place that transcend the generations.westernsonomacountyhistoricalsocieti"
4284,9780738539560,Lake Orion,"history.orion township, establish in 1835, becam a prosper agrarian and resort commun by the begin of the 20th century. the villag of lake orion develop as the center of commerc for township resid and a summer commun of tourist and revivalists. passeng boat and an amus park popular lake orion as a vacat destin with hotel and summer cottages. suburban develop ha sinc transform the landscape, but township signpost proudli display a vestig of the past: orion township, where live is a vacation. orion township, establish in 1835, becam a prosper agrarian and resort commun by the begin of the 20th century. the villag of lake orion develop as the center of commerc for township resid and a summer commun of tourist and revivalists. passeng boat and an amus park popular lake orion as a vacat destin with hotel and summer cottages. suburban develop ha sinc transform the landscape, but township signpost proudli display a vestig of the past: orion township, where live is a vacation.jamese.ingram;lorigrov"
4285,9780738543390,Cypress Gardens,"history.histori of cypress garden in winter haven, florida.marym.flekke;sarahe.macdonald;randallm.macdonald"
4286,9780738544922,Center City Philadelphia in the 19th Century,"history.philadelphia, as laid out in the 1680s, extend from the delawar river to the schuylkil river and from vine street to south street, an area known today as center city. as it popul grew, the settl area expand westward from the delawar river beyond earli import landmark such as christ church, the pennsylvania state house, and pennsylvania hospital. by the mid-19th century, commercial, religious, and cultur institut aros along broad street, and exclus residenti neighborhood develop even farther west in area previous undevelop or use as industri sites. bustl shop district anchor by store such as wanamaker' grand depot and strawbridg and clothier ran for block along chestnut and market streets. center citi philadelphia in the 19th centuri highlight the buildings, people, and activ of thi area from the 1840 until the end of the century.theprintandphotographdepartmentofthelibrarycompanyofphiladelphia"
4287,9780738546780,Selections from the Oakland Tribune Archives,"history.th landmark oakland tribun clock tower ha been tell the time in neon in downtown oakland sinc it wa built in 1923, but the paper itself first appear on citi street as earli as 1874. for over a half century, the paper wa own and publish by the influenti and civic-mind knowland family, who spearhead effort to modern the port of oakland, construct the san francisco oakland bay bridge, and establish a region park system for alameda and contra costa counties. follow the loma prieta earthquake, the damag clock tower on thirteenth streetwher harri houdini onc hung by hi heel abov gawk crowd on broadwaywa sadli vacant, but today it is onc again busi with the buzz and bustl of the newsroom.annaleeallen"
4288,9780738706122,Book of Nightmares,"fiction.when the evil wizard destini kidnap pixel, score and helain must rescu him from the planet zarathan, where nightmar come true and those who fall asleep die.johnpeel"
4289,9780739403457,Rincewind the Wizzard,"discworld(imaginaryplace).includ ""the colour of magic"", ""the light fantastic"", ""sourcery"" and ""eric"".terrypratchett"
4291,9780739410127,Hitchhiker's Trilogy,"dent,arthur(fictitiouscharacter).chronicl the off-beat and occasion extraterrestri journeys, notions, and acquaint of galact travel arthur dent.douglasadam"
4292,9780739412534,All the Pretty Horses,"americans.cut off from the life of ranch he ha come to love by hi grandfather' death, john gradi cole flee to mexico, where he and hi two companion embark on a rug and cruelli idyl adventure.cormacmccarthi"
4293,9780739414392,The Chrestomanci Quartet,chrestomanci(fictitiouscharacter).four adventur of the chrestomanci.dianawynnejon
4294,9780739422953,The Last Herald-mage,"fantasyfiction,american.i vanyel forese hi own doom, as he believ in hi darkest moments?mercedeslackey"
4295,9780739423851,Wizard's Castle,"fantasy.howl' move castl - eldest of three sisters, in a land where it is consid to be a misfortune, sophi is resign to her fate as a hat shop apprentic until a witch turn her into an old woman and she find herself in the castl of the greatli fear wizard howl. castl in the air - have long indulg himself in daydream more excit than hi mundan life as a carpet merchant, abdullah unexpectedli purchas a magic carpet and hi life chang dramat as hi daydream come true anddianawynnejon"
4297,9780739432174,The Abhorsen Trilogy,"fantasyfiction,american.sabriel and lirael must battl against ancient evil in order to protect the old kingdom and learn of their own destinies.garthnix"
4299,9780739439708,Time Quartet,"sciencefiction.blend magic with quantum physics, madelein l'engles' novel have mesmer gener of readers. rediscov these well-lov classic in our exclus 4-in-1 omnibu edition. a wrinkl in time / a wind in the door / a swiftli tilt planet.madeleinel'engl"
4301,9780739447345,The Christmas Thief,christmasstories.amateur sleuth alvirah meehan and privat investig regan reilli join togeth to solv a case involv an eighty-foot blue spruce tree destin for rockefel center and a recent releas prisoner.maryhigginsclark
4304,9780739461198,Marley and me : love and life with the world's worst dog,"labradorretriever.john and jenni were just begin their life together. they were young and in love, with a perfect littl hous and not a care in the world. then they brought home marley, a wriggli yellow furbal of a puppy. life would never be the same. marley quickli grew into a barreling, ninety-seven-pound streamrol of a labrador retriever. he crash through screen doors, goug through drywall, and stole women' undergarments. obedi school did no good--marley wa expelled. and yet hi heart wa pure. just as marley joy refus ani limit on hi behavior, hi love and loyalti were boundless, too. a dog like no other, marley remain steadfast, a model of devotion, even when hi famili wa at it wit' end. uncondit love, they would learn, come in mani forms.johngrogan"
4305,9780739469057,Twelve sharp,"bailbondagents.in trenton, new jersey, bounti hunter stephani plum is tri to track down a femal stalker.janetevanovich"
4306,9780739844328,Bill Gates,"juvenilenonfiction.pres the life of bill gates, from hi childhood, to hi education, and to hi day as mastermind and head of microsoft a multi-billion dollar comput softwar company.sarabarton-wood"
4307,9780740720123,Another Day in Paradise,"humor.""anoth day in paradise"" mark the latest collect of the popular strip, which take a satirical, sea-floor look at modern cultur through the eye of sherman, hi sidekick sea turtl fillmore, and school of other coral reef critters.jimtoomey"
4308,9780740721359,Calvin and Hobbes: Sunday Pages 1985-1995,comics&graphicnovels.compil a select of sunday cartoon select and comment upon by the author.billwatterson
4309,9780740721946,Another Day in Cubicle Paradise,"humor.dilbert and hi co-workers--along with dogbert, catbert, and the boss--explor the mysteri of corpor america, from unusu personnel decis and the worst meet on record to schizoid secretari and consult from hell.scottadam"
4310,9780740748479,The Complete Calvin and Hobbes,"comics&graphicnovels.br togeth everi ""calvin and hobbes"" cartoon that ha ever appear in syndication, along with stori and poem from classic collections.billwatterson"
4311,9780742529786,Chomsky on Miseducation,"education.thi collect of chomsky' influenti write on educ build a larger understand of our educ needs, start with the chang role of school today, yet broaden our view toward new model of public educ for citizenship.noamchomski"
4312,9780743202411,A Primate's Memoir,"nature.in the tradit of jane goodal and dian fossey, robert sapolsky, a foremost scienc writer and recipi of a macarthur geniu grant, tell the mesmer stori of hi twenty-on year in remot kenya with a troop of savannah baboons. “i had never plan to becom a savanna baboon when i grew up; instead, i had alway assum i would becom a mountain gorilla,” write robert sapolski in thi witti and rivet chronicl of a scientist’ coming-of-ag in remot africa. an exhilar account of sapolsky’ twenty-one-year studi of a troop of rambuncti baboon in kenya, a primate’ memoir interweav seriou scientif observ with wri commentari about the challeng and pleasur of live in the wild of the serengeti—for man and beast alike. over two decades, sapolski surviv culinari atrocities, gunpoint encounters, and a surreal kidnapping, while wit the encroach of the tourist mental on the farthest vestig of unspoil africa. as he conduct unpreced physiolog research on wild primates, he becom evermor enamor of hi subjects—uniqu and compel charact in their own right—and he return to them summer after summer, until tragedi final prevent him. by turn hilari and poignant, a primate’ memoir is a magnum opu from one of our foremost scienc writers.robertm.sapolski"
4313,9780743202558,"New Jewish Wedding, Revised","reference.a guid to plan a jewish wed includ advic on choos attire, a rabbi, and vendors, offer exampl of read and invitations, and provid inform for converts, non-jews, and same sex couples.anitadiam"
4314,9780743203043,Bowling Alone,"history.show how chang in work, famili structure, women' roles, and other factor have caus peopl to becom increasingli disconnect from family, friends, neighbors, and democrat structures--and how they may reconnect.robertd.putnam"
4315,9780743203319,The Blackwater Lightship,"fiction.with aid about to claim a well-lov young man, three gener of hi famili are reunit at hi bedsid in ireland, in a novel that explor the natur of love and the complex interrelationship among famili members.colmtoibin"
4316,9780743203586,The Most Of P.G. Wodehouse,"fiction.pres a collect of humor stories, includ ""the truth about george,"" ""ukridge' dog college,"" ""the come of gowf,"" ""the puriti of the turf,"" and ""a slice of life.""p.g.wodehous"
4317,9780743203593,"How Right You Are, Jeeves","fiction.english comedi with bumbl berti wooster and hi all know valet, jeeves.p.g.wodehous"
4318,9780743203623,Jeeves And The Tie That Binds,"fiction.aft save hi master so often in the past, jeev may final prove to be the unwit caus of berti wooster' undo when the junior ganymede, a club for butler in london' west end, requir it member to provid detail about their employers. when inform is inadvert reveal to a danger source, it fall to jeev to undo the damage.p.g.wodehous"
4319,9780743203968,The Body Artist,"fiction.a stun novel by the bestsel nation book award-win author of white nois and underworld. sinc the public of hi first novel americana, don delillo ha live in the skin of our times. he ha found a voic for the forgotten soul who haunt the fring of our cultur and for it larger-than-life, real-lif figures. hi languag is defiantly, radiantli american. in the bodi artist hi spare, seduct twelfth novel, he inhabit the mute world of lauren hartke, an artist whose work defi the limit of the body. lauren is live on a lone coast, in a rambl rent house, where she encount a strange, ageless man, a man with uncanni knowledg of her own life. togeth they begin a journey into the wilder of time, love and human perception. the bodi artist is a haunting, beauti and profoundli move novel from one of the finest writer of our time.dondelillo"
4320,9780743210768,Sarah Ban Breathnach's Mrs. Sharp's Traditions,"family&relationships.off hearth and home wisdom, includ idea to enhanc modern life with old-fashion traditions.sarahbanbreathnach"
4321,9780743211482,Not Much Fun,"biography&autobiography.mor than one hundr previous unpublish poem by dorothi parker scrutin the peril and folli of love, experi with variou rhyme schemes, and tackl topic view of the time in which she lived. reprint. 12,500 first printing.stuarty.silverstein"
4322,9780743211994,An Hour Before Daylight,biography&autobiography.th former presid offer an account of grow up on a georgia farm dure the depress and provid profil of the peopl who shape hi life.jimmycart
4323,9780743219570,Cover Her Face,"fiction.headstrong and beautiful, the young housemaid salli jupp is put rude in her place, strangl in her bed behind a bolt door. coolli brilliant policeman adam dalgliesh of scotland yard must find her killer among a hous of suspects, most of whom had veri good reason to wish her ill. cover her face is p. d. james' electr debut novel, an ingeni plot mysteri that immedi place her among the master of suspense.p.d.jam"
4325,9780743222051,The Skull Beneath the Skin,"fiction.combin the classic ingredi of a murder mysteri with element of horror, apparit and hairbreadth episodes, ""the skull beneath the skin"" creat a dark and claustrophob atmospher in a masterpiec of crime fiction. when lead actress clarissa lisl receiv threat to her life the young detective, cordelia gray, is hire to accompani her to a privat island where she is go to star in ""the duchess of malfi."" in thi grip dramatization, the sharp-wit slueth, play by greta scaachi, find herself in the enclos set of a chill countri hous on an island with a blood-stain history.p.d.jam"
4326,9780743222983,Authentic Happiness,"psychology.argu that happi can be a learn and cultiv behavior, explain how everi person possess at least five of twenty-four profil strength that can be built on in order to improv life.martine.p.seligman"
4328,9780743223850,Yanks,"history.in the perfect match of subject and author, john s. d. eisenhower, a note militari historian, present the definit account of the birth of the modern amer- ican armi and it decis role in world war i. with the help of hi wife joanne, eisenhow captur the viewpoint of the actual participants, blend a narr told from the perspect of top offic with the stori of averag soldiers. draw on diari and memoirs, he bring each engag to life, from the initi plan to the actual battlefield experi of soldier whose exploit at belleau wood and along the meuse-argonn would becom the stuff of legend. along the way, he show how gener persh and other leader -- includ georg marshall, dougla macarthur, georg patton, billi mitchell, and peyton march -- transform the american expeditionari forc from a small, underequip forc into a strong, efficient, and effect army. fast-paced, lively, and engaging, yank illumin the central role of the american armi in turn the tide in the biggest war the world had ever known.johneisenhow"
4329,9780743225083,Man and Boy,"fiction.fac hi thirtieth birthday with trepidation, harri silver watch hi perfect life crumbl around him when hi wife leav him and he must adjust to rais hi son alone.tonyparson"
4330,9780743226721,Seventeen Seventy-six,"biography&autobiography.draw on person correspond and period diari to present a histori of the american revolut that includ the sieg of boston, the american defeat at brooklyn, the retreat across new jersey, and the american victori at trenton.davidmccullough"
4331,9780743227193,President Nixon,"biography&autobiography.presid nixon show a man alon in a white hous rule by secret and lies, tri to impos old valu at home and new balanc of power everywher in the world. reev prove that the waterg scandal wa no abber in an administr foreshadow by a seri of success use of 'nation security' to cover coups, burglaries, lies, the abandon of america' alli - and even murder. reev portray a man of vision and iron will who created, use and wa use by a small cast of hard, ambiti men who form a poison circl around their insecur leader. alone, nixon challeng and chang the world' polit and militari balanc while also plot to destroy both the democrat and republican parti in an attempt to creat secretli a new parti of the centre. thi account of nixon' stewardship will stand as the balanced, authorat portrait of an astonishng presid and hi ruin presidency.richardreev"
4332,9780743227445,The Other Boleyn Girl,"fiction.th #1 new york time bestsel from “the queen of royal fiction” (usa today) philippa gregori is a rich, compel novel of love, sex, ambition, and intrigu surround the tudor court of henri viii, ann boleyn, and the infam boleyn family. when mari boleyn come to court as an innoc girl of fourteen, she catch the eye of the handsom and charm henri viii. dazzl by the king, mari fall in love with both her golden princ and her grow role as unoffici queen. however, she soon realiz just how much she is a pawn in her family’ ambiti plot as the king’ interest begin to wane, and soon she is forc to step asid for her best friend and rival: her sister, anne. with her own destini suddenli unknown, mari realiz that she must defi her famili and take fate into her own hands. with more than one million copi in print and adapt for the big screen, the other boleyn girl is a rivet histor drama. it bring to light a woman of extraordinari determin and desir who live at the heart of the most excit and glamor court in europe, and surviv a treacher polit landscap by follow her heart.philippagregori"
4333,9780743231534,Shampoo Planet,"fiction.tyl johnson is an apocalypt entrepreneur in the making. hi memori begin with ronald reagan. with hi neat girlfriend, smart joke and shampoo collection, he work at the nuclear power plant where hi hippi parent use to demonstrate, plot hi fortune. but fortun ha other plan - the return of a pari summer fling, one of the 'low-ambit euro-teens', who take tyler on the road to the shimmer dream of l.a.douglascoupland"
4335,9780743235655,Shout!,"biography&autobiography.a fresh look at the stori of the beatles' rise to success and the peopl who help them develop their music, image, and style.philipnorman"
4336,9780743236140,Man and Wife,"fiction.harri silver is readi to tri again at live ""happili ever after."" it won't be easy: not when he ha to juggl hi wife, hi ex-wife, hi son, hi stepdaughter, hi work, and hi new wife' fast-grow career. did harri commit to marriag to cyd too soon after hi split with gina? can you love -- realli love -- a child who is not your own? can you be a good father to a child you onli see on the weekends? when harri meet a woman who make him question all these thing and more, hi tangl web becom even more knotty. a brilliant sequel to the intern bestsel man and boy, toni parsons' man and wife is a stori about famili -- and love -- in the new century, written with hi trademark humor, passion, and superb storytel that have made million across the globe laugh and cry.tonyparson"
4337,9780743243780,Teacher Man,"biography&autobiography.th author describ hi come of age as a teacher, storyteller, and writer, a person journey dure which he spent fifteen year find hi voic in the classroom, and came to term with the undervalu import of teaching.frankmccourt"
4338,9780743243803,The Partly Cloudy Patriot,"history.th author share her perspect on such topic as the 2000 election, present-day civil right activists, and the relationship between the unit state and canada.sarahvowel"
4339,9780743243827,Will You Miss Me When I'm Gone?,"biography&autobiography.trac the bluegrass countri music achiev of the carter family, from their discoveri by a new york record maker to their rise to stardom and eventu breakup, note their influenc on the career of top performers.markzwonitzer;charleshirshberg"
4340,9780743244251,Cosmopolis,"fiction.a brilliant billionair asset manager, en rout via white stretch limo to the local haircutter, find hi trip interrupt by a presidenti motorcade, music idol' funeral, movi set, and violent polit demonstration, and receiv a number of import visitor in the field of security, technology, currency, finance, and theory. reprint. 75,000 first printing.dondelillo"
4341,9780743244589,Chronicles,"biography&autobiography.winn of the nobel prize in literatur the celebr first memoir from arguabl the most influenti singer-songwrit in the country, bob dylan. “i’d come from a long way off and had start a long way down. but now destini wa about to manifest itself. i felt like it wa look right at me and nobodi else.” so write bob dylan in chronicles: volum one, hi remark book explor critic junctur in hi life and career. through dylan’ eye and open mind, we see greenwich village, circa 1961, when he first arriv in manhattan. dylan’ new york is a magic citi of possibilities—smoky, nightlong parties; literari awakenings; transient love and unbreak friendships. elegiac observ are punctuat by jab of memories, penetr and tough. with the book’ side trip to new orleans, woodstock, minnesota, and point west, chronicles: volum one is an intim and intens person recollect of extraordinari times. by turn revealing, poetical, passionate, and witty, chronicles: volum one is a mesmer window on bob dylan’ thought and influences. dylan’ voic is distinct american: gener of spirit, engaged, fanciful, and rhythmic. util hi unparallel gift of storytel and the exquisit express that are the hallmark of hi music, bob dylan turn chronicles: volum one into a poignant reflect on life, and the peopl and place that help shape the man and the art.bobdylan"
4342,9780743245920,The Boat of Dreams,"fiction.stumbl upon an orneri old man in the trailer they call home, lila and will foster, who have recent lost their father, realiz that their visitor is santa claus, who grant them a christma wish--their father' beauti lobster boat.richardpreston"
4343,9780743247542,The Glass Castle,"biography&autobiography.in the tradit of mari karr' ""the liars' club"" and rick bragg' ""all over but the shouting,"" wall ha written a stun and life-affirm memoir about surviv a will impoverished, eccentric, and sever misguid family.jeannettewal"
4344,9780743249294,Wideacre,"fiction.a an eighteenth-centuri englishwoman without properti rights, beatric lacey is destin to lose what she love most--her family' ancestr estat of wideacre--unless her ambiti scheme succeed. reprint. 60,000 first printing.philippagregori"
4345,9780743249300,The Favored Child,"fiction.from #1 new york time bestsel author and “queen of royal fiction” (usa today) philippa gregori come the thrill sequel to the new york time bestsel wideacr as the once-great lacey estat is restor to it former grandeur—though not without cost. the wideacr estat is bankrupt. the villag are live in poverti and formerli stun hall is a smoke-blacken ruin. but, in the dower hous nearby, two children are be rais in protect innocence. equal claimant to the estate, rival for the love of the village, they are tie by a secret childhood betroth but forbidden to marry. onli one can be the favor child—onli one can inherit the magic understand between the land and the lacey famili that can make the sussex villag grow green again. onli one can be beatric lacey’ true heir. sensual, gripping, and mystical, the favor child irresist sweep the reader into a world of secrets, betrayals, and power in thi revolutionari period of english history.philippagregori"
4346,9780743250412,The Master,"fiction.nineteenth-centuri writer henri jame is heartbroken when hi first play perform poorli in contrast to oscar wilde' the import of be earnest and struggl with subsequ doubt about hi sexual identity, hi decis not to marry, and hi difficulti with emot intimacy. reprint. 75,000 first printing.colmtoibin"
4347,9780743250443,Generation of Swine,"biography&autobiography.th second volum of the gonzo paper comment on the televis coverag of hurrican gloria, blood pressur machines, the super bowl, the hijink of televangelists, the iran contra hearings, the 1988 presidenti race, and other topics, in a collect of cynical, provoc essays. reprint. 20,000 first printing.hunters.thompson"
4348,9780743250450,The Great Shark Hunt,"biography&autobiography.br togeth a select of the legendari american journalist' articl on subject rang from the super bowl to watergate, from hemingway to brando, and from shark to drugs.hunters.thompson"
4349,9780743250979,The 7 Habits of Highly Effective People Personal Workbook,"self-help.outlin seven key organiz rule for improv effect and increas product at work and at home, a companion volum to the 7 habit of highli effect peopl present a step-by-step guid that includ in-depth exercis and solut that teach the fundament of fairness, integrity, honesty, and digniti and help reader set goals, enhanc relationships, and promot success. original. 75,000 first printing.stephenr.covey"
4350,9780743252218,Sea of Thunder,"history.a suspens account of the battl of leyt gulf in octob 1944 is told through the command of four naval leaders, includ two american command and two japanes admirals, and offer insight into how the war reflect profound cultur differences. 100,000 first printing.evanthoma"
4351,9780743253970,A Separate Peace,"fiction.an american classic and great bestsel for over thirti years, a separ peac is timeless in it descript of adolesc dure a period when the entir countri wa lose it innoc to the second world war. set at a boys’ board school in new england dure the earli year of world war ii, a separ peac is a harrow and lumin parabl of the dark side of adolescence. gene is a lonely, introvert intellectual. phinea is a handsome, taunting, daredevil athlete. what happen between the two friend one summer, like the war itself, banish the innoc of these boy and their world. a bestsel for more than thirti years, a separ peac is john knowles’ crown achiev and an undisput american classic.johnknowl"
4352,9780743255486,Plan of Attack,"politicalscience.plan of attack is the definit account of how and whi presid georg w. bush, hi war council, and alli launch a preemptiv attack to toppl saddam hussein and occupi iraq. bob woodward' latest landmark account of washington decis make provid an original, authorit narr of behind-the-scen maneuv over two years, examin the caus and consequ of the most controversi war sinc vietnam. base on interview with 75 key particip and more than three and a half hour of exclus interview with presid bush, plan of attack is part presidenti histori chart the decis made dure 16 critic months; part militari histori reveal precis detail and the evolut of the top secret war plan under the restrict codeword polo step; and part a harrow spi stori as the cia dispatch a covert paramilitari team into northern iraq six month befor the start of the war. thi team recruit 87 iraqi spi design with the cryptonym db/rockstars, one of whom turn over the personnel file of all 6,000 men in saddam hussein' person secur organization. what emerg are astonishingli intim portraits: presid bush in war cabinet meet in the white hous situat room and the oval office, and in privat conversation; dick cheney, the focus and driven vice president; colin powell, the conflict and cautiou secretari of state; donald rumsfeld, the control war technocrat; georg tenet, the activist cia director; tommi franks, the profan and demand general; condoleezza rice, the ever-pres refere and nation secur adviser; karl rove, the hands-on polit strategist; other key member of the white hous staff and congression leadership; and foreign leader rang from british prime minist blair to russian presid putin. plan of attack provid new detail on the intellig assess of iraq' alleg weapon of mass destruct and the plan for the war' aftermath.bobwoodward"
4354,9780743255813,The Scarpetta Collection Volume II,"fiction.intern publish sensat patricia cornwell' legion of reader will welcom thi omnibu edit of her third and fourth megabestsel kay scarpetta novels, all that remain and cruel & unusual. these two novels, present here complet and unabridged, help to confirm patricia cornwell' statu as queen of the forens thriller and one of the world' top bestsel authors. all that remain a killer is stalk young lovers. take their live and leav just a tantal clue. when the bodi of young coupl start turn up in remot woodland areas, dr. kay scarpetta' task as virginia' chief medic examin is made more difficult by the effect of the elements. eight time she must write that the caus of death is undetermined. but when the latest young woman to go miss is the daughter of one of america' most power women, kay also find herself prey to polit pressur and press harassment. the kill must stop. now. scarpetta soon discov that someon is withhold vital evidence, or even fake it. meanwhile, a cun sadist killer is still at large. cruel & unusu at 11:05 one decemb even in richmond, virginia, convict murder ronni joe waddel is pronounc dead in the electr chair. at the morgue, dr. kay scarpetta ha been wait for waddell' body. prepar to perform a postmortem befor the subject is dead is a strang feel for scarpetta, but she ha been here before. and waddell' death is not the onli newsworthi event on thi freez night: the grotesqu wound bodi of a young boy is found prop against a garbag dumpster. to scarpetta, the two case seem unrelated, until she recal that the bodi of waddell' victim had been arrang in a strikingli similar position. wa waddel innocent? is someon els out there, who may attack again?patriciacornwel"
4355,9780743255905,The Trial of Queen Caroline,"biography&autobiography.trac the earli nineteenth-centuri adulteri trial of queen caroline, describ her loveless arrang marriag to georg iv, their mutual separ and affair with other people, and the public' riotou defens of caroline. 40,000 first printing.janerobin"
4356,9780743258074,Benjamin Franklin,"biography&autobiography.pres a portrait of benjamin franklin as a scientist, inventor, diplomat, writer, busi strategist, and statesman while trace hi life as one of america' found fathers.walterisaacson"
4357,9780743260947,The Sleeping Doll,"fiction.california bureau of investig interrog and bodi languag expert kathryn danc work to recaptur a danger escap killer with the help of three victim from hi former cult and the lone survivor from a famili he slaughtered. by the author of the bone collector. 300,000 first printing.jefferydeav"
4358,9780743261982,Liars and Saints,"fiction.a richli textur novel tell a stori of sex and longing, love and loss, and of the deceit that can lie at the heart of famili relationships. “each chapter…ha the seduct aura of a fine craft story. liar and saint is instruct and bittersweet and yet somehow never nostalgic” (lo angel times). set in california, liar and saint follow four gener of the cathol santerr famili from world war ii to the present. in a famili driven as much by jealousi and proprieti as by love, an unspoken tradit of deceit is pass from gener to generation. when tragedi shatter their precari domest lives, it take astonish courag and compass to bring them back together. by turn funni and disturbing, irrever and profound, liar and saint is a master display of mail meloy’ prodigi gift and of her penetr insight into an extraordinari american famili and into the natur of human love. “meloy may be the first great american realist of the twenty-first century: the santerr aren’t real but they feel like they are, and the reader will not soon forget them” (the boston globe).mailemeloy"
4360,9780743264730,Einstein,"biography&autobiography.th first full biographi of albert einstein sinc all of hi paper have becom avail show how hi scientif imagin sprang from the rebelli natur of hi personality. biograph isaacson explor how an imaginative, impertin patent clerk-walterisaacson"
4361,9780743264914,I Heard that Song Before,"fiction.marri the son of her father' wealthi employer, twenty-eight-year-old gardener' daughter kay lans becom increasingli disturb by the suspicion surround her husband, peter, in regard to the mysteri death of hi first wife and a high-school senior. 1,000,000 first printing. lit guild, doubleday, mysteri guild, & bomc main.maryhigginsclark"
4362,9780743267748,I'm Too Young To Be Seventy,"humor.th belov author of forev fifti and suddenli sixti tackl the in and out of becom a septuagenarian with wri good humor. fan of viorst’ funny, touching, and wise decad poem will love these vers fill with witti advic and reflect on marriage, milestones, and middle-ag children. viorst explores, among the mani other issu of thi stage of life, the state of our sex live and teeth, how we can stay marri though thermostat incompatible, and the joy of grandparenthood and shopping. reader will nod with rueful recognit when she asks, “am i requir to think of myself as a basic shallow woman becaus i feel better when my hair look good?,” when she press a few help suggest on her kid becaus “they may be middl aged, but they’r still my children,” and when she graciously—but not too graciously—select her husband’ next mate in a poem delici subtitl “if i should die befor i wake, here’ the wife you next should take.” though viorst acknowledg she is definit not a good sport about the fact that she is mortal, her poem are full of the pleasur of life right now, help us come to term with the passag of time, encourag us to keep tri to fix the world, and invit us to consid “drink wine, make love, laugh hard, care hard, and learn a new trick or two as part of our job descript at seventy.” i'm too young to be seventi is a joy to read and make a heartwarm gift for anyon who ha reach or is soon to reach that—it’ not so bad after all—seventh decade.judithviorst"
4363,9780743269261,The Virgin's Lover,"fiction.from #1 new york time bestsel author and “queen of royal fiction” (usa today) come a rivet and scandal love triangl between a young woman on the brink of greatness, a young man whose ambit far exce hi means, and the wife who cannot forgiv them. in the autumn of 1558, church bell across england ring out the joyou news that elizabeth i is the new queen, yet one woman hear the tide with utter dread. she is ami dudley, wife of sir robert, and she know that elizabeth’ ambiti leap to the throne will draw her husband back to the center of the glamor tudor court, where he wa born to be. elizabeth’ excit triumph is short-lived. she ha inherit a bankrupt countri where treason is rampant and foreign war a certainty. her faith advisor warn her that she will surviv onli if she marri a strong princ to govern the rebelli country, but the one man elizabeth desir is her childhood friend, the ambiti robert dudley. as the young coupl fall back in love, a question hang in the air: can he realli set asid hi wife and marri the queen? when ami is found dead, elizabeth and dudley are suddenli plung into a struggl for survival.philippagregori"
4364,9780743269513,The 7 Habits of Highly Effective People,"self-help.in the 7 habit of highli effect people, author stephen r. covey present a holistic, integrated, principle-cent approach for solv person and profession problems. with penetr insight and point anecdotes, covey reveal a step-by-step pathway for live with fairness, integrity, service, and human dignity—principl that give us the secur to adapt to chang and the wisdom and power to take advantag of the opportun that chang creates.stephenr.covey"
4365,9780743270205,The Organized Student,"family&relationships.a must-read for parents, the organ student contain hands-on strategi for teach your disorgan child how to organ for success in middl school and high school, with special tip for kid with add/adhd and learn disorders. the overstuf backpack, the miss homework, the unus planner, the test he didn’t know about. sound familiar? when the disorgan child meet the department structur of middl school, everyth can fall apart. even the academ success child will start to falter if she miss deadlines, lose textbooks, or can’t get to class on time. thi practic book is full of hands-on strategi for help parent identifi and teach organiz skills. educ consult donna goldberg ha develop these method by work with hundr of student and in thi book she provides: · assess to gather inform about your child’ learn style, studi habits, and school requir · guidelin for tame that overstuf binder and keep it under control · pack—a four-step plan for purg and reassembl a backpack or locker · instruct for organ an at-hom work space for the child who studi at a desk or the child who studi all over the hous · way to help your child graduat from tell time to manag time · special tip for kid with learn disabl and kid who have two homes...and more the organ student is a must for ani parent who ha heard the words, “i can’t find my homework!”donnagoldberg"
4366,9780743270755,Team of Rivals,"biography&autobiography.an analysi of abraham lincoln' polit talent identifi the charact strength and abil that enabl hi success election, in an account that also describ how he use the same abil to ralli former oppon in win the civil war.doriskearnsgoodwin"
